Name,Ticker,"Sub-Sector","Market Cap","Total Revenue","Taxes & Other Items","Interest & Other Items","Payout Ratio","Earnings Per Share","Net Income","Depreciation & Amortization","PBT","Dividend Per Share","EBITDA","PBIT","Employee Cost","Operating & Other expenses"
Advance Lifestyles Ltd,ADVLIFE,"Textiles","34.2291735","3.51","0.05","2.49","0","0.3373087579809658","0.2099999999999998","0","0.2599999999999998","0","2.75","2.75","0.06","0.51"
Mega Corp Ltd,MEGACOR,"Diversified Financials","34.2","4.24","0.28",,"0","0.026000000000000034","0.26000000000000034","0.4","0.5400000000000004","0","0.9400000000000004","0.5400000000000004","0.29","3.01"
MPDLLtd,MPDL,"Real Estate Development","34.13467302","34.64999999999999","0.43","1.3","0","25.025214083623858","18.549999999999986","0.03","18.979999999999986",,"20.309999999999988","20.279999999999987","1.57","9.79"
TCM Ltd,TCMLMTD,"Commodity Chemicals","34.054251858","32.66","-0.30000000000000004","0.16","0","-2.6210647754703684","-1.9600000000000033","0.3","-2.2600000000000033",,"-1.8000000000000034","-2.100000000000003","3.71","1.9499999999999993"
Parabolic Drugs Ltd,PARABDRUGS,"Pharmaceuticals","34.040607699999995","0.02","0","0.66","0","-4.63","-28.64","21.59","-28.64","0","-6.390000000000001","-27.98",,"6.41"
Suumaya Industries Ltd,SUULD,"Apparel & Accessories","34.008539715","1212.2","173.04","2.59","0","-147.7","-995.0500000000001","5.23","-822.0100000000001","0","-814.19","-819.4200000000001",,"2026.39"
Rithwik Facility Management Services Ltd,RITHWIKFMS,"Business Support Services","33.966","36.730000000000004","0.97","0.3","0","8.69281045751635","2.660000000000003","0.27","3.630000000000003",,"4.200000000000003","3.930000000000003","4.81","7.160000000000004"
Sharma East India Hospitals and Medical Research Ltd,SHARMEH,,"33.921654","23.83","0.33999999999999997","0.95","0","1.5875020294770217","0.659999999999998","1.48","0.999999999999998",,"3.429999999999998","1.949999999999998","2.6","11.340000000000002"
Impex Ferro Tech Ltd,IMPEXFERRO,"Iron & Steel","33.85366754","157.13","0","0.01","0","-3.819997270618204","-33.589999999999996","6.61","-33.589999999999996","0","-26.97","-33.58","0.57","24.449999999999996"
Amco India Ltd,AMCOIND,"Commodity Chemicals","33.8253","105.7","0.29","1.14","0","1.9951338199513342","0.8199999999999983","1.1","1.1099999999999983","0","3.3499999999999983","2.2499999999999982","2.5","3.210000000000002"
TTI Enterprise Ltd,TTIENT,"Diversified Financials","33.78788126","2.98","0.06",,"0","0.09","0.22999999999999982","0.01","0.2899999999999998","0","0.2999999999999998","0.2899999999999998",,"2.68"
Spenta International Ltd,SPENTA,"Apparel & Accessories","33.73859883","36.449999999999996","0.36","1.89","0.2513023636363645","3.9792701729101276","1.099999999999996","0.95","1.4599999999999962","1","4.299999999999996","3.349999999999996","5.77","4.95"
VR Films & Studios Ltd,VRFILMS,"Movies & TV Serials","33.64144","12.64","-0.14","0.7","0","-0.56","-0.6099999999999989","1","-0.7499999999999989","0","0.9500000000000011","-0.049999999999998934",,"11.69"
Spectrum Foods Ltd,SPECFOOD,"Packaged Foods & Meats","33.633253681999996","22.119999999999997","0.82","0.06","0","1.6086699465645864","1.309999999999996","1.01","2.129999999999996",,"3.1999999999999957","2.189999999999996","0.49","-1.3399999999999999"
Adarsh Plant Protect Ltd,ADARSHPL,"Agricultural & Farm Machinery","33.540516","18.65","0","0.21","0","0.49437522070322104","0.48999999999999755","0.06","0.48999999999999755",,"0.7599999999999976","0.6999999999999975","0.86","0.2300000000000011"
Vikas WSP Ltd,VIKASWSP,"Agro Products","33.5280944","0.25","-8.87","0","0","-1.29","-26.619999999999997","34.16","-35.489999999999995","0","-1.33","-35.489999999999995",,"1.58"
Kcl Infra Projects Ltd,KCLINFRA,"Construction & Engineering","33.444548874","11.790000000000001","0.33","0.62","0","0.03303976677722333","0.870000000000001","0.08","1.200000000000001","0","1.9000000000000012","1.8200000000000012","0.08","2.8200000000000003"
BC Power Controls Ltd,BCP,"Cables","33.4342","98.49","0.24","1.03","0","0.1","0.7199999999999949","0","0.9599999999999949","0","1.9899999999999949","1.9899999999999949",,"96.5"
EPIC Energy Ltd,EPIC,"Electrical Components & Equipments","33.4108795","3.09","-0.04","0","0","0.5130694030368158","0.3699999999999997","0.17","0.32999999999999974","0","0.4999999999999998","0.32999999999999974","0.5","0.13999999999999993"
Sterling Powergensys Ltd,STERPOW,"Textiles","33.2514","10.61","0","0.14","0","5.553375196232336","2.8299999999999987","0.24","2.8299999999999987","0","3.2099999999999986","2.969999999999999","0.18","0.3800000000000002"
S R G Securities Finance Ltd,SRGSFL,"Consumer Finance","33.219972","1.46","0.15",,"0","0.8557502697473673","0.45999999999999985","0.03","0.6099999999999999",,"0.6399999999999999","0.6099999999999999","0.19","0.6300000000000001"
Sawaca Business Machines Ltd,SAWABUSI,"Commodities Trading","33.178871","7.58","0.17","0.02","0","0.04","0.4600000000000004","0.08","0.6300000000000004","0","0.7300000000000004","0.6500000000000005",,"6.85"
Net Avenue Technologies Ltd,CBAZAAR,"Textiles","33.146550510000004","27.41","0","0.17","0","-0.9","-1.5700000000000016","0.14","-1.5700000000000016","0","-1.2600000000000016","-1.4000000000000017",,"28.67"
Frontier Capital Ltd,FRONTCAP,"Diversified Financials","33.038223273","0.29","0",,"0","0.06562398898041974","0.10999999999999996","0","0.10999999999999996",,"0.10999999999999996","0.10999999999999996","0.01","0.17"
Nyssa Corporation Ltd,NYSSACORP,"Real Estate","33","8.46","0.84",,"0","0.7800000000000006","2.3400000000000016","0","3.1800000000000015",,"3.1800000000000015","3.1800000000000015","0.33","0.17999999999999972"
Cargosol Logistics Ltd,CARGOSOL,"Air Freight & Logistics","32.946","114.03999999999999","-1.92","3.32","0","-4.186274509803923","-4.270000000000001","4.7","-6.190000000000001",,"1.8299999999999983","-2.870000000000002","5.69","102.28"
Veejay Lakshmi Engineering Works Ltd,VJLAXMIE,"Textiles","32.8811277","90.52000000000001","-0.21000000000000002","2.43","0","-9.049862970484423","-4.5899999999999945","2.44","-4.7999999999999945","0","0.07000000000000561","-2.3699999999999943","11.65","6.080000000000005"
